chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
0	0.6219503	0.763509837	-0.217997812	0.187695471	-0.547805698	-0.987270316	1.821106946	-1.709994019	2.01885457	0.695813103	-0.586593788	0.179811152	-0.483509168	0.173286041	-0.59433451	-4.350798857	2.558348872	-13.9100255	3.614964239	1.01357521	-2.636274154
0.238158659	-0.081736199	0	0.365950546	0.467978298	-0.671115312	-1.75555222	1.84654635	-1.200535465	1.401396473	0.28512008	-0.20737317	0.732266982	-0.836500783	0.837405058	-1.318116702	-5.37845013	3.393985284	-16.91063913	2.272675214	1.610159969	-1.860027957
0.13647398	0.679960667	0	0.07705797	-0.236877091	-0.586259588	-1.404659381	2.389244416	-1.124409558	1.305915632	0.746600023	-0.500513069	-0.105535566	-0.235606079	0.179151311	-1.252394014	-4.691896052	2.88344471	-17.6252294	4.004981176	-0.192684627	-4.047934219
-0.464926537	1.049237808	0.52944962	-0.566712759	-0.692538545	-0.750756994	-1.636891008	1.846172412	0.148962451	0.930304482	0.404914057	0	1.027019642	-0.430598238	0.121573023	-1.960392357	-5.478605149	3.300144946	-18.01899254	2.384787141	1.451274268	-2.758020073
-0.46535072	0.26880109	0.185316776	0.67387118	0.167077515	-0.77886416	-1.038254286	1.516934773	-2.277942193	0.583439659	0.192266425	-1.172508538	0.659802657	-0.030126771	-1.826056107	0	-7.489763422	4.13474386	-16.60667074	3.039676443	0.189021482	-5.119102629
-0.339064608	0.334350435	0	0.363106468	1.013040644	0.022724714	-1.795433937	1.999099202	-1.110582324	0.213364927	-0.186026842	-0.992789456	-0.067502073	0.986380923	-1.177499753	-0.954949295	-4.972114136	3.024884247	-12.00721584	3.174180292	1.598552321	-2.187812047
0.306147489	0.779982462	0.643489162	0.048514431	-0.068628952	0	-1.662487807	1.763515245	-1.282187283	0.622033691	0.438451492	-0.005257073	-0.132700708	-0.058204754	-1.652494947	-1.489935817	-4.727329512	1.862163577	-14.73649937	3.246954418	-0.198490836	-3.397740151
0	0.806196656	0.861743264	0.431009374	0.361475958	-0.066590001	-0.519624865	1.319739016	-0.381501065	1.73907567	-0.283382606	-0.456694564	0.35642503	0.893372074	-1.973343303	-1.492067287	-4.908915595	2.988163198	-15.26468729	3.247795771	0.088081532	-2.684615239
-0.07577817	1.294968112	0.801988317	0	0.322874171	-0.120174372	-1.735932385	1.11786954	-1.393305205	1.134994444	0.348979056	-0.991396118	-0.146352082	0.656551645	-1.01663435	-1.243966407	-6.874503425	2.93301064	-18.04318777	2.920763042	1.196439457	-2.659445918
-0.307296061	0.798875946	0.402175055	0.431898144	0.42192276	0	-1.419028777	2.207369958	-1.312762225	1.098299666	-0.419449185	0.610143555	0.031901452	-0.92310871	-0.857054775	-0.890008165	-5.959144615	3.002515498	-18.19527999	3.695191411	2.740723992	-4.095811085
-0.201259102	1.438686228	1.12929011	0	1.089468656	-0.201340808	-1.185099268	2.10613802	-0.68976461	1.513745212	0.359540749	-0.512189688	0.504028214	-0.467730881	0.196459203	-0.993093462	-4.555162223	3.697477476	-15.64952978	2.976126886	3.382713826	-4.385554014
0	1.357820914	0.723924948	0.496060381	0.083163982	-0.871944391	-0.965309725	1.155925009	-1.136977982	1.509266641	0.244019339	-1.187883598	0.157322982	-0.798756804	-0.680431399	-1.543563245	-5.607246404	3.800210116	-15.63976369	1.657694928	1.616378855	-3.547908504
-0.330323852	0.692466333	0.666328033	0.827760675	1.252907956	-0.671140401	-0.819324935	2.065776027	-0.879319563	1.596450512	1.080864428	-0.726411658	-0.234548742	0	-0.716693247	-0.724214414	-4.751831111	3.252657235	-13.47130399	3.335333623	0.16718929	-1.693183419
-0.014732139	0.961215387	1.156616139	0.228629391	0	-0.177590161	-1.315472371	2.032796026	-1.294915773	0.680043666	0.830827933	-0.796569853	0.706792067	0.168161746	-0.202955897	-1.514808729	-6.252589494	2.65474479	-15.52460382	2.695221072	2.473400225	-2.519306199
-0.133792305	0.263399223	0.604576763	0.240066246	0.580866343	0	-1.278372675	1.837551108	-1.606481032	0.777963542	0.405969036	-0.063328291	0.148663055	-0.696467332	-1.517350006	-1.514264627	-4.312531889	3.62646549	-12.74379625	2.754933394	1.012405559	-3.08342509
-0.081719474	1.186137007	0.401103956	-0.276513399	0.183766452	-0.341019788	-1.551014121	1.623055079	-1.049729312	1.075666405	0.424319288	-0.78719109	0.718846644	0	0.676058361	-1.911949102	-5.062619725	3.717522509	-16.96408176	2.324527071	0.886890483	-3.431865327
-0.801757447	0.674537158	0.349483431	-0.538278714	0.112273448	-0.737487211	-1.568742614	1.958304742	-0.717464383	1.815989127	0.661218415	-0.379307477	0.501068807	0.68761702	0	-0.892937905	-4.997431158	3.896920527	-15.99132137	3.93287014	2.441867881	-3.273296209
-0.274132726	0.760754806	0.898264904	-0.548477417	-0.249075038	-0.553821525	-1.469728462	1.972303206	0	2.355720776	0.540597667	0.264194986	-0.402962551	0.439680203	-0.412310614	-0.491353371	-5.0286656	3.631116649	-18.30025485	3.983150947	1.966247962	-4.214685406
-0.914919987	0.209929497	0.442585858	0.841575699	0.385303495	0	-1.001801584	1.890394428	-0.649819401	0.678129898	0.91275707	-1.267989664	1.006851744	-0.018594094	-0.196197451	-2.040243532	-3.737154671	3.712167823	-12.56206858	2.141520427	1.779077602	-5.191121306
0.215227665	0.384863476	0.146744756	-0.901825136	0	-0.24989511	-2.608422003	0.76342038	-1.170365534	1.209268429	0.439151363	-1.103595998	-0.033194908	-0.521366037	0.461708385	-1.43836244	-4.478191744	1.843588147	-13.77441871	3.008435228	1.300450859	-2.342755388
0.820664909	1.140213885	0.927517336	-0.115900654	0	-0.514971348	-1.551807007	2.044833309	-0.895996621	1.778198268	0.789486203	0.108261821	0.446900665	-0.089483851	-0.491718862	-0.494245735	-2.983912276	2.380790093	-13.59885258	2.560267405	0.76706998	-0.880560803
0.454928247	0.808985995	0	-0.648626545	0.158661042	-0.806851727	-1.547126708	1.43297204	-0.683260579	1.082162353	1.077802864	-0.984715663	-0.180188161	0.078444075	-1.610636941	-1.276655497	-5.089204154	2.880365151	-13.39246859	4.081479952	0.910117189	-2.656422629
0	0.431305696	1.059359659	-0.517592456	0.269481452	-0.800795893	-1.945499069	2.016718944	-0.574010905	0.806310502	0.466542566	-0.5512597	-0.399434513	0.5888275	-1.249944672	-0.692520114	-4.046767336	3.276272578	-13.44166189	2.701637378	1.46486571	-2.755872759
-0.989865721	0.216939127	0.258716173	0.547777406	0.135552745	0	-1.240397752	2.21315811	-1.695811234	0.771715013	0.951828195	-0.575717514	0.423897718	-0.017143763	-0.891611664	-0.859671417	-6.672556669	2.775388661	-16.11638143	4.241315782	1.500898131	-2.550809624
-0.949505282	0.083241669	0.205878844	-0.201057154	0.092585266	-0.715153072	-1.602634562	1.690844078	-1.881615729	1.576766823	0.923126811	-0.180454274	-0.438003322	0.235724286	0	-0.427074454	-6.668303521	2.705554861	-14.89949893	3.828575765	-0.525559542	-4.202648881
0.040590469	1.202221225	0.391375456	0.144617787	-0.283323611	-0.052676564	-1.186682644	2.687133528	-0.505753195	1.051566426	0.402806355	-0.042321664	1.027500062	0	-0.301512108	-1.5242973	-5.620096839	3.292755284	-18.34928715	3.064922027	-0.014942969	-3.192175433
-1.196146288	0.106802738	0	0.928956306	0.123752926	-0.382449028	-0.385190944	2.253707801	-0.713799402	1.225361655	0.756973514	-1.051761006	0.078442768	0.429134035	-1.012025686	-1.186525048	-4.81748395	2.901218047	-11.3471575	2.316536056	0.110156597	-4.304837525
0.317420618	0.802375413	1.109171952	0	-0.080772286	-0.383744892	-1.179684489	1.101270327	-0.888129202	1.026148419	1.33190313	0.122730029	-0.230628276	-0.584926203	-0.421687935	-2.261902773	-4.334472487	2.983631368	-13.92035761	0.551098199	0.054986551	-2.19912921
-0.579042894	0.29502417	0.082388568	0.622871003	0	-0.385585619	-1.424981669	1.726118539	-0.890476752	1.361153198	0.32741316	-0.85342709	0.62283005	0.987067775	-0.572218124	-1.823720673	-7.027309277	3.428439535	-16.76851912	2.579141228	2.520837766	-5.049281618
-0.170774185	1.155212677	0.509317512	-0.449564901	1.034426411	-0.09790001	-0.881656741	1.68539985	-1.226050491	1.076428255	1.02345211	0	-0.128627931	0.646731481	-0.494518434	-1.834511975	-5.94491847	3.64609339	-16.01814669	2.210896172	1.663909805	-4.101694635
-0.259339344	0.446512506	0.759585111	0.11636185	0.689932098	-0.080183046	-0.576540938	2.747048554	-1.437352461	1.715740456	0.59078388	-0.611553866	-0.362286129	-0.049672604	-0.194889894	0	-4.286875151	1.953306609	-9.760274642	3.260097419	-0.228301616	-3.559249684
-0.709047909	0.30215075	0.513780721	0.115894424	0.18268507	-0.590395566	-1.978599093	1.553385921	-1.205539774	1.639944536	0.2172247	-0.512665676	0.774709139	0	-0.386237279	-1.476465082	-5.452954338	2.759513421	-16.27269459	2.281888937	1.606691617	-2.708903967
-0.607727886	1.148659996	0.956634483	-0.025086309	-0.036939886	0.087283586	-1.314651861	2.13888296	-1.243726371	0.85897019	1.117701322	-0.62849214	-0.100500532	0.097559335	0	-1.130915897	-6.511923425	3.964690907	-18.09081791	3.380441413	2.264929144	-0.720324437
0.303654897	0.554100582	0.714836462	0.981005863	0	-0.502731916	-1.550886502	1.042124953	-1.231466686	0.13293483	0.759544883	-0.441509319	-0.500916288	-0.684601796	-1.434047899	-2.083602185	-4.342487967	1.354998464	-13.54421573	1.847759094	2.991473634	-3.023286592
-0.139368475	0.064258591	0.398557781	0.444021437	0.418267904	0	-1.26277499	1.005535654	-1.084785283	0.165577057	1.243447666	-0.881573649	-0.010651676	-0.578831401	-1.448623483	-2.4500774	-6.205800316	2.635264835	-18.02956853	1.890611214	-0.442397605	-4.918133347
-0.152837624	0.653355199	0.462479352	0.741220316	0.433431151	-0.214344621	-1.690174388	1.415268621	-0.880852911	0.482718976	0.369836866	0	0.181240677	-0.02991548	-1.319456683	-2.250967672	-4.79873379	3.011191859	-13.39177858	1.013206962	-0.074727399	-3.341024954
-0.582746414	0.446925917	0.790323924	0.275220301	0.661440547	-0.075223132	-1.117742361	2.586609569	-1.039030679	1.322822078	0.226026849	-0.240892943	0.272236552	-0.324657816	-1.234771674	0	-5.842158246	2.731134954	-13.8279728	2.356543205	1.275059771	-3.691109312
-0.27596493	0.507476017	0.60664802	0.255320682	-0.117682405	-0.261148894	-1.155562277	2.08534226	-0.435104806	2.196702973	0.110411194	0	-0.498698285	-0.470533546	0.283262488	-1.53403384	-4.118185462	2.325642125	-14.13502643	3.139600736	-1.446392884	-1.808733063
0.094133127	0.558320553	-0.551956656	-0.331696	0.525015517	-1.165981354	-1.846215349	1.70295424	-1.505317933	0.484151249	0.599819493	-1.082696851	-0.441658071	0.19897851	-1.488752404	0	-7.681254889	4.979764909	-23.69835916	4.876096059	2.588305526	-6.301185234
-0.121180553	0.64109859	0.746425479	0.09265689	1.077958286	0	-1.422645451	1.422223451	-1.467861051	0.582829162	0.783664563	-0.687244164	0.096450126	-1.168299807	-1.263026202	-1.237455004	-5.46773799	2.279404847	-15.0109114	3.386697828	-0.090637439	-3.675630758
0	0.944411243	0.506425917	-0.377456597	0.269775663	0.245412118	-1.083703619	1.162129042	-0.730387717	1.223722098	0.497568439	-0.460868832	0.704921891	-0.38934524	-0.429390848	-2.70969677	-5.784162618	3.151138566	-13.47480365	1.773290889	0.996838273	-2.285765341
0.026523201	0.722387288	0.27846745	-0.11920526	0	0.031522065	-1.532818252	0.37336463	-1.228794491	0.781888515	0.29692568	-1.595584379	-0.113477304	-0.163766877	-1.171326696	-2.667599763	-7.026865571	3.488378237	-18.07156721	3.044732108	0.327348428	-4.834099311
-1.111660142	0.041819673	0.052860037	0.023057922	0.368095011	-0.297421427	-2.454960508	1.465412804	-0.950857619	0.29317011	0.659689321	-0.990585774	-0.390476577	0	-1.323876818	-1.559752623	-6.458341371	3.00643676	-16.62703956	2.592908657	0.371026531	-5.663027997
-0.662860488	0	0.494774748	0.742110774	0.564391357	-0.031246251	-1.032778555	1.558847114	-1.571329803	0.631792556	0.601478273	0.477178722	-0.361770565	-1.086610622	-1.649452866	-1.400916012	-5.917968677	3.549145734	-14.51655062	1.788185988	0.394361561	-3.437693966
-0.742187759	1.25258166	0.825316684	0.468151597	0.962418088	-0.235588253	-0.852516633	1.648988416	-1.221277966	1.365679189	0.399582235	-0.496721713	0.733949783	0	-1.206223099	-1.182772667	-5.04118175	2.825532819	-11.70833972	3.371529404	1.993996788	-2.585083098
-1.111257888	0.386264867	0.387300123	0.043152976	0	-1.31675805	-1.524874369	2.177544293	-1.327365694	0.554425917	0.723390476	-0.469995206	-0.795759672	0.496081415	-0.823085699	-0.541641571	-6.525352795	3.524701503	-13.5924365	1.221549616	0.636652948	-3.347047588
-0.11596977	1.145918909	-0.086072959	0.998088766	0.509502183	-0.72933797	-1.411040107	1.795138569	-0.387242019	1.903472445	0.799851748	0	0.655686656	0.139898678	-0.606630322	-1.174656511	-4.911579867	2.818529295	-14.13174791	2.601050627	1.354359767	-2.833529024
0.015166132	0.549608588	0.140764257	-0.292747453	0.109786737	-0.984560003	-2.006457302	1.153091059	-1.525447032	1.11788868	0	-0.768464408	0.054806244	0.064447137	-0.429957145	-2.135582163	-4.59150326	3.430526924	-16.66851485	4.000276175	2.274483663	-3.081516727
0.071181121	1.417440283	-0.231369337	0.512978646	0.032079343	-0.279975783	-1.156424647	2.41892383	-0.66171356	1.230622995	0.357740887	0	0.474168339	-0.144813771	-0.241610765	-1.564662311	-5.658458875	3.847869626	-17.9136716	2.050599752	2.482225343	-3.244185947
-0.117820955	0.690340993	0.399327498	0.82993948	-0.437235125	-0.035463438	-1.155911781	2.981773863	-0.404222044	1.670129222	-0.091549307	0.171036348	0.354426899	0.378674123	0	-0.582129024	-4.908137398	4.042270584	-15.8026207	4.107269798	1.23059435	-3.65311171
-0.386057077	1.055435042	0.752201258	0.747089023	0.713229639	-0.229391689	-0.597946022	2.224739331	-0.172202384	1.336201511	1.852132437	-0.910360653	1.294271721	0	-0.771801018	-0.790745995	-5.233394903	4.159261242	-13.33893247	2.835668389	1.607929995	-3.379088131
0.356111447	0.237061304	0.920092322	0	0.378963415	-0.189087479	-1.53906645	1.973559027	-0.893956903	1.972833883	0.883818986	-0.32826043	0.655194386	-1.016032086	-0.491595899	-0.04408346	-6.798365814	4.157610791	-20.28877895	1.870378077	0.644264534	-3.481950567
-0.02781897	0.604726045	0	0.542210408	0.221088832	0.020428191	-1.950857606	1.586366412	-1.644621643	1.203632085	0.374387841	-0.94915374	0.053736483	-0.665101951	-0.858675594	-1.014832536	-4.779712255	3.382641674	-13.80922337	3.140279976	-0.253910047	-2.055148492
-0.18531641	1.152993705	0.362175174	0.578059123	0.213468271	0	-1.399288289	2.060109499	-0.402070302	0.839418742	0.514412769	-0.556259766	0.447653293	-0.44253343	-1.283346748	-1.625477929	-4.375958192	2.922521261	-13.64754704	2.477116668	1.264717936	-2.544125275
0.190278293	0.507672878	-0.009592107	0.061140746	0.46876198	-0.045214796	-1.792258354	1.390264861	-1.832060051	0.94859683	0.426625077	0	-0.048825461	-0.413402375	-0.540555002	-1.971998864	-5.761990012	3.11909691	-17.98709556	3.959867392	-0.697275657	-2.515629219
-0.19357864	0.754349909	0.506956266	0	0.330040002	0.484584167	-1.30803449	2.066522798	-1.31871372	0.889827925	0.670175012	-0.998096922	-0.595611167	-0.009776191	-1.213618332	-1.174638853	-4.699754826	1.955164833	-13.05588741	3.632332367	1.894232107	-2.634890565
-0.400466287	0.934790623	0.902708375	1.794780993	1.176574765	-0.024136115	-0.064660445	2.510437483	-0.764666534	1.536652305	0.365234262	0	0.491246511	-0.30005244	-0.506644013	-0.745461549	-4.682532364	3.474454585	-11.74925209	1.776395722	0.807089355	-2.977263928
-0.264415572	0.338654926	0.84915106	-0.269877616	0.637689392	0.272998723	-1.532746634	1.798528154	-1.10567712	0.468209734	0.640183531	-1.371079031	-0.388835388	0	-1.322898792	-1.340946588	-6.437038226	3.623828382	-17.68751116	1.524233613	1.781332733	-2.157190473
-0.507894006	0.134804752	0.159137458	0.565213249	0.075940448	-0.651822341	-1.345975688	1.951503892	-0.888463317	1.057504047	0.206289578	0	-0.297897861	-0.415994704	-1.182172678	-2.093318106	-5.403414689	2.726084505	-15.79243022	2.077637374	0.187760028	-3.231305063
-0.394028729	0.553712136	0.258646878	0.264653767	-0.291486501	-0.196844618	-0.771806134	1.865978837	-1.977725404	0	1.047382913	0.321510278	-0.140504843	-0.637414614	0.26644921	-1.946704734	-5.655333798	3.922522067	-16.21271007	2.351469619	2.260536343	-3.750598324
-0.774438281	0.742818134	-0.267026166	0.543420271	0	-1.106320055	-1.2204761	2.361561343	-1.444749806	1.027753661	0.494383232	-0.368241161	0.12589176	0.675967569	0.164233266	-0.440387854	-6.192997556	4.457392318	-18.73080026	3.958385659	0.738990618	-4.487946872
-0.810144694	0.987253787	0.592366793	0.203376666	0.194709974	0	-1.49314325	2.236716451	-1.24060321	1.52493663	0.797383739	-0.351172356	-0.1731397	-0.101457607	-0.372092425	-0.382786385	-5.190101022	2.837532315	-16.22645396	3.381376559	1.340541718	-3.534636474
-0.649616791	0.019197144	0.800706492	-0.527772163	0.183326084	-0.870742623	-2.150875928	1.193737346	-1.794011296	0.864649595	0.047347751	-1.054914278	-0.148763192	0.491626105	-1.444840437	0	-4.973036635	2.955105377	-14.85402917	1.21085249	3.162044601	-2.81677128
-0.276107331	0.012724385	0.671432072	1.214261337	0.616585222	-0.635774287	-1.54041933	1.759689393	-0.456741714	0.575010884	0	0.21169519	0.361951327	-0.761223876	-1.927016077	-1.013777651	-6.289592935	3.848655895	-18.83818117	5.077193093	-0.438039889	-3.605923389
-0.575526874	1.28699003	0.045144964	0	0.263776682	-0.4175554	-1.323572017	2.209977595	-0.992083948	1.409596337	0.822675346	-0.014049395	-0.215373559	-0.445671913	0.084917027	-1.170499824	-3.509510665	1.51108284	-13.48909942	2.1701477	0.790335462	-3.418775896
1.319476244	0.032803455	0.789913372	-1.040995849	-0.324366872	0.038133152	-1.0692396	-0.72393814	-1.351002302	-0.267247537	0	1.411629915	-0.827607497	1.030723484	0.539655379	-1.921063419	0.121085136	7.732038258	-1.842388622	0.913098104	-0.577518641	0.105400982
